Department,Category,Use Case,Prompt,ChatGPT URL,Source URL
"Product","Data analysis & insights","Analyze product feedback themes","Analyze this set of user feedback and identify the 4 most frequent themes. Summarize each with example quotes and suggested product implications. [Insert feedback or data dump]","https://chatgpt.com/?prompt=Analyze%20this%20set%20of%20user%20feedback%20and%20identify%20the%204%20most%20frequent%20themes.%20Summarize%20each%20with%20example%20quotes%20and%20suggested%20product%20implications.%20%5BInsert%20feedback%20or%20data%20dump%5D","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-product"
"Product","Data analysis & insights","Synthesize insights from usage data","Based on the following product usage data, summarize 3 key behavioral trends and what they suggest about user needs. Recommend 2 follow-up investigations. [Insert data or summary]","https://chatgpt.com/?prompt=Based%20on%20the%20following%20product%20usage%20data%2C%20summarize%203%20key%20behavioral%20trends%20and%20what%20they%20suggest%20about%20user%20needs.%20Recommend%202%20follow-up%20investigations.%20%5BInsert%20data%20or%20summary%5D","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-product"
"Product","Data analysis & insights","Identify product adoption risks","Review our product rollout plan and highlight 5 risks to successful adoption. Include likelihood, impact, and mitigation recommendations. [Insert rollout plan or summary]","https://chatgpt.com/?prompt=Review%20our%20product%20rollout%20plan%20and%20highlight%205%20risks%20to%20successful%20adoption.%20Include%20likelihood%2C%20impact%2C%20and%20mitigation%20recommendations.%20%5BInsert%20rollout%20plan%20or%20summary%5D","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-product"
"Product","Data analysis & insights","Analyze A/B test results","Review the results of our recent A/B test (test vs. control). Identify statistical significance, key metrics that changed, and recommend next steps. Present insights clearly with graphs if needed. [Upload test data]","https://chatgpt.com/?prompt=Review%20the%20results%20of%20our%20recent%20A%2FB%20test%20%28test%20vs.%20control%29.%20Identify%20statistical%20significance%2C%20key%20metrics%20that%20changed%2C%20and%20recommend%20next%20steps.%20Present%20insights%20clearly%20with%20graphs%20if%20needed.%20%5BUpload%20test%20data%5D","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-product"
"Product","Data analysis & insights","Compare feature adoption across customer segments","Use this data to compare how small business vs. enterprise customers adopt our key features. Highlight major differences, usage frequencies, and retention impact. Format output as a table with insights. [Upload CSV or describe dataset]","https://chatgpt.com/?prompt=Use%20this%20data%20to%20compare%20how%20small%20business%20vs.%20enterprise%20customers%20adopt%20our%20key%20features.%20Highlight%20major%20differences%2C%20usage%20frequencies%2C%20and%20retention%20impact.%20Format%20output%20as%20a%20table%20with%20insights.%20%5BUpload%20CSV%20or%20describe%20dataset%5D","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-product"
"Engineering","Research & benchmarking","Evaluate cloud providers for migration","I’m an infrastructure engineer evaluating cloud migration options. Context: We’re moving from on-prem to the cloud for a fintech backend. Output: Compare AWS, GCP, and Azure for scalability, pricing, compliance, and developer tooling. Include citations.","https://chatgpt.com/?prompt=I%E2%80%99m%20an%20infrastructure%20engineer%20evaluating%20cloud%20migration%20options.%20Context%3A%20We%E2%80%99re%20moving%20from%20on-prem%20to%20the%20cloud%20for%20a%20fintech%20backend.%20Output%3A%20Compare%20AWS%2C%20GCP%2C%20and%20Azure%20for%20scalability%2C%20pricing%2C%20compliance%2C%20and%20developer%20tooling.%20Include%20citations.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-engineers"
"Engineering","Research & benchmarking","Research frameworks for real-time apps","I’m building a real-time collaboration tool. Context: We need low-latency and scalability. Output: Compare top frameworks (e.g., SignalR, Socket.io, WebRTC) with use cases, pros/cons, and current usage by other SaaS companies. Include sources.","https://chatgpt.com/?prompt=I%E2%80%99m%20building%20a%20real-time%20collaboration%20tool.%20Context%3A%20We%20need%20low-latency%20and%20scalability.%20Output%3A%20Compare%20top%20frameworks%20%28e.g.%2C%20SignalR%2C%20Socket.io%2C%20WebRTC%29%20with%20use%20cases%2C%20pros%2Fcons%2C%20and%20current%20usage%20by%20other%20SaaS%20companies.%20Include%20sources.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-engineers"
"Engineering","Research & benchmarking","Benchmark observability tools","Benchmark the top observability tools. Context: We want to move from basic logging to full-stack monitoring. Output: Create a comparison table of features, pricing, integrations for Datadog, New Relic, Prometheus, and OpenTelemetry. Include sources.","https://chatgpt.com/?prompt=Benchmark%20the%20top%20observability%20tools.%20Context%3A%20We%20want%20to%20move%20from%20basic%20logging%20to%20full-stack%20monitoring.%20Output%3A%20Create%20a%20comparison%20table%20of%20features%2C%20pricing%2C%20integrations%20for%20Datadog%2C%20New%20Relic%2C%20Prometheus%2C%20and%20OpenTelemetry.%20Include%20sources.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-engineers"
"Engineering","Research & benchmarking","Analyze AI/ML trends in logistics","I’m researching AI/ML adoption in logistics systems. Context: Our company is considering integrating predictive routing. Output: A 5-paragraph summary on current trends, vendors, and implementation patterns. Include citations and links.","https://chatgpt.com/?prompt=I%E2%80%99m%20researching%20AI%2FML%20adoption%20in%20logistics%20systems.%20Context%3A%20Our%20company%20is%20considering%20integrating%20predictive%20routing.%20Output%3A%20A%205-paragraph%20summary%20on%20current%20trends%2C%20vendors%2C%20and%20implementation%20patterns.%20Include%20citations%20and%20links.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-engineers"
"Engineering","Research & benchmarking","Investigate compliance best practices","Research best practices for GDPR/CCPA compliance so we can help kick off discussions with our legal team. Context: Our app stores sensitive user data in the EU and US. Output: A compliance checklist with citations, sorted by regulation. Include links to documentation and regulations.","https://chatgpt.com/?model=o4-mini-high&prompt=Research%20best%20practices%20for%20GDPR%2FCCPA%20compliance%20so%20we%20can%20help%20kick%20off%20discussions%20with%20our%20legal%20team.%20Context%3A%20Our%20app%20stores%20sensitive%20user%20data%20in%20the%20EU%20and%20US.%20Output%3A%20A%20compliance%20checklist%20with%20citations%2C%20sorted%20by%20regulation.%20Include%20links%20to%20documentation%20and%20regulations.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-engineers"
"Engineering","Technical reviews & documentation","Review system design doc","I’ve drafted a technical design document for [insert project or feature]. Review it for clarity, architectural soundness, and completeness. Highlight any missing considerations or questions reviewers may raise.","https://chatgpt.com/?prompt=I%E2%80%99ve%20drafted%20a%20technical%20design%20document%20for%20%5Binsert%20project%20or%20feature%5D.%20Review%20it%20for%20clarity%2C%20architectural%20soundness%2C%20and%20completeness.%20Highlight%20any%20missing%20considerations%20or%20questions%20reviewers%20may%20raise.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-engineers"
"Engineering","Technical reviews & documentation","Document internal API behavior","I need to document how this internal API works for other developers. Here’s the relevant code, schema, and usage examples: [insert materials]. Create clear documentation including endpoints, input/output formats, and expected behavior.","https://chatgpt.com/?prompt=I%20need%20to%20document%20how%20this%20internal%20API%20works%20for%20other%20developers.%20Here%E2%80%99s%20the%20relevant%20code%2C%20schema%2C%20and%20usage%20examples%3A%20%5Binsert%20materials%5D.%20Create%20clear%20documentation%20including%20endpoints%2C%20input%2Foutput%20formats%2C%20and%20expected%20behavior.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-engineers"
"Engineering","Technical reviews & documentation","Draft runbook for on-call engineers","I need to create a runbook for on-call engineers supporting [insert system]. Draft one that includes sections for system overview, common alerts, diagnostic steps, and escalation procedures.","https://chatgpt.com/?prompt=I%20need%20to%20create%20a%20runbook%20for%20on-call%20engineers%20supporting%20%5Binsert%20system%5D.%20Draft%20one%20that%20includes%20sections%20for%20system%20overview%2C%20common%20alerts%2C%20diagnostic%20steps%2C%20and%20escalation%20procedures.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-engineers"
"Engineering","Technical reviews & documentation","Draft onboarding guide for new hires","I need to write an onboarding guide for new engineers joining [insert team]. Create a draft with sections for required tools, access setup, codebase overview, and first tasks. Make it suitable for self-service onboarding.","https://chatgpt.com/?prompt=I%20need%20to%20write%20an%20onboarding%20guide%20for%20new%20engineers%20joining%20%5Binsert%20team%5D.%20Create%20a%20draft%20with%20sections%20for%20required%20tools%2C%20access%20setup%2C%20codebase%20overview%2C%20and%20first%20tasks.%20Make%20it%20suitable%20for%20self-service%20onboarding.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-engineers"
"Engineering","Technical reviews & documentation","Write JIRA ticket from spec","Based on this engineering spec for [insert task or feature], write a JIRA ticket that includes the problem statement, context, goals, acceptance criteria, and technical notes for implementation.","https://chatgpt.com/?prompt=Based%20on%20this%20engineering%20spec%20for%20%5Binsert%20task%20or%20feature%5D%2C%20write%20a%20JIRA%20ticket%20that%20includes%20the%20problem%20statement%2C%20context%2C%20goals%2C%20acceptance%20criteria%2C%20and%20technical%20notes%20for%20implementation.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-engineers"
"Engineering","Debugging & optimization","Debug failing system in production","A system in production is intermittently failing, and we’re struggling to isolate the root cause. Based on the following logs, metrics, and recent changes: [insert context], help identify the most likely causes and suggest next steps for mitigation.","https://chatgpt.com/?prompt=A%20system%20in%20production%20is%20intermittently%20failing%2C%20and%20we%E2%80%99re%20struggling%20to%20isolate%20the%20root%20cause.%20Based%20on%20the%20following%20logs%2C%20metrics%2C%20and%20recent%20changes%3A%20%5Binsert%20context%5D%2C%20help%20identify%20the%20most%20likely%20causes%20and%20suggest%20next%20steps%20for%20mitigation.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-engineers"
"Engineering","Debugging & optimization","Analyze performance bottlenecks","Our service is experiencing latency and degraded performance during peak usage. Here are metrics, logs, and relevant traces: [insert context]. Help identify the bottlenecks and recommend specific optimizations.","https://chatgpt.com/?prompt=Our%20service%20is%20experiencing%20latency%20and%20degraded%20performance%20during%20peak%20usage.%20Here%20are%20metrics%2C%20logs%2C%20and%20relevant%20traces%3A%20%5Binsert%20context%5D.%20Help%20identify%20the%20bottlenecks%20and%20recommend%20specific%20optimizations.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-engineers"
"Engineering","Debugging & optimization","Analyze a data pipeline failure","A critical data pipeline failed in yesterday’s run. Here are the logs, data volume trends, and error outputs: [insert context]. Analyze what likely went wrong and provide recommendations to prevent recurrence.","https://chatgpt.com/?prompt=A%20critical%20data%20pipeline%20failed%20in%20yesterday%E2%80%99s%20run.%20Here%20are%20the%20logs%2C%20data%20volume%20trends%2C%20and%20error%20outputs%3A%20%5Binsert%20context%5D.%20Analyze%20what%20likely%20went%20wrong%20and%20provide%20recommendations%20to%20prevent%20recurrence.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-engineers"
"Engineering","Debugging & optimization","Suggest observability improvements","We currently use [insert tools] for monitoring [insert service]. Review our observability setup and suggest improvements across metrics, logging, alerting, and dashboards to improve issue detection and debugging.","https://chatgpt.com/?prompt=We%20currently%20use%20%5Binsert%20tools%5D%20for%20monitoring%20%5Binsert%20service%5D.%20Review%20our%20observability%20setup%20and%20suggest%20improvements%20across%20metrics%2C%20logging%2C%20alerting%2C%20and%20dashboards%20to%20improve%20issue%20detection%20and%20debugging.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-engineers"
"Engineering","Debugging & optimization","Brainstorm edge cases for testing","We’re preparing test cases for [insert feature/system]. Brainstorm potential edge cases and failure scenarios that may not be covered by standard testing, including unusual user inputs, system state changes, and concurrency issues.","https://chatgpt.com/?prompt=We%E2%80%99re%20preparing%20test%20cases%20for%20%5Binsert%20feature%2Fsystem%5D.%20Brainstorm%20potential%20edge%20cases%20and%20failure%20scenarios%20that%20may%20not%20be%20covered%20by%20standard%20testing%2C%20including%20unusual%20user%20inputs%2C%20system%20state%20changes%2C%20and%20concurrency%20issues.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-engineers"
"Engineering","Data analysis & reporting","Identify trends in product usage logs","Analyze this CSV of product usage logs. Context: We want to identify usage trends over time and across user segments. Output: Summary stats + line or bar charts highlighting key trends.","https://chatgpt.com/?prompt=Analyze%20this%20CSV%20of%20product%20usage%20logs.%20Context%3A%20We%20want%20to%20identify%20usage%20trends%20over%20time%20and%20across%20user%20segments.%20Output%3A%20Summary%20stats%20%2B%20line%20or%20bar%20charts%20highlighting%20key%20trends.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-engineers"
"Engineering","Data analysis & reporting","Visualize system error rates over time","Plot error rates over time from this dataset. Context: It contains application logs from the last month. Output: A time-series chart with callouts for error spikes and a short interpretation.","https://chatgpt.com/?prompt=Plot%20error%20rates%20over%20time%20from%20this%20dataset.%20Context%3A%20It%20contains%20application%20logs%20from%20the%20last%20month.%20Output%3A%20A%20time-series%20chart%20with%20callouts%20for%20error%20spikes%20and%20a%20short%20interpretation.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-engineers"
"Engineering","Data analysis & reporting","Analyze performance test results","Analyze this set of performance test results. Context: It compares two versions of our backend service. Output: Side-by-side comparison charts + text summary of improvements or regressions.","https://chatgpt.com/?prompt=Analyze%20this%20set%20of%20performance%20test%20results.%20Context%3A%20It%20compares%20two%20versions%20of%20our%20backend%20service.%20Output%3A%20Side-by-side%20comparison%20charts%20%2B%20text%20summary%20of%20improvements%20or%20regressions.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-engineers"
"Engineering","Data analysis & reporting","Prioritize bugs based on impact","Analyze this bug report dataset. Context: Each row includes severity, frequency, and affected users. Output: A prioritized list of top bugs with charts showing frequency vs. severity.","https://chatgpt.com/?prompt=Analyze%20this%20bug%20report%20dataset.%20Context%3A%20Each%20row%20includes%20severity%2C%20frequency%2C%20and%20affected%20users.%20Output%3A%20A%20prioritized%20list%20of%20top%20bugs%20with%20charts%20showing%20frequency%20vs.%20severity.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-engineers"
"Engineering","Data analysis & reporting","Summarize feedback from user surveys","Summarize this user feedback CSV. Context: It includes ratings and open text responses from a recent survey. Output: Key themes, sentiment scores, and charts showing distribution of ratings.","https://chatgpt.com/?prompt=Summarize%20this%20user%20feedback%20CSV.%20Context%3A%20It%20includes%20ratings%20and%20open%20text%20responses%20from%20a%20recent%20survey.%20Output%3A%20Key%20themes%2C%20sentiment%20scores%2C%20and%20charts%20showing%20distribution%20of%20ratings.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-engineers"
"Engineering","System architecture & visualization","Create a component diagram","I need to visualize the architecture of [insert system or service]. Generate a component diagram showing key services, data flows, and third-party integrations. Use clear labels and group components logically.","https://chatgpt.com/?prompt=I%20need%20to%20visualize%20the%20architecture%20of%20%5Binsert%20system%20or%20service%5D.%20Generate%20a%20component%20diagram%20showing%20key%20services%2C%20data%20flows%2C%20and%20third-party%20integrations.%20Use%20clear%20labels%20and%20group%20components%20logically.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-engineers"
"Engineering","System architecture & visualization","Visualize system architecture","Create an image of the system architecture. Context: It’s a microservices-based e-commerce platform with services for payments, catalog, and user profiles. Output: Diagram with labeled services and data flow arrows.","https://chatgpt.com/?prompt=Create%20an%20image%20of%20the%20system%20architecture.%20Context%3A%20It%E2%80%99s%20a%20microservices-based%20e-commerce%20platform%20with%20services%20for%20payments%2C%20catalog%2C%20and%20user%20profiles.%20Output%3A%20Diagram%20with%20labeled%20services%20and%20data%20flow%20arrows.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-engineers"
"Engineering","System architecture & visualization","Explain CI/CD pipeline to stakeholders","Create an image that explains our CI/CD process. Context: This is for a presentation to business stakeholders. Output: Diagram showing dev → build → test → deploy steps with basic icons and short descriptions.","https://chatgpt.com/?prompt=Create%20an%20image%20that%20explains%20our%20CI%2FCD%20process.%20Context%3A%20This%20is%20for%20a%20presentation%20to%20business%20stakeholders.%20Output%3A%20Diagram%20showing%20dev%20%E2%86%92%20build%20%E2%86%92%20test%20%E2%86%92%20deploy%20steps%20with%20basic%20icons%20and%20short%20descriptions.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-engineers"
"Engineering","System architecture & visualization","Model data flow in ML pipeline","Create an image showing data flow in a machine learning pipeline. Context: We collect raw user data, clean it, train models, and serve predictions. Output: A labeled flowchart from raw data to inference.","https://chatgpt.com/?prompt=Create%20an%20image%20showing%20data%20flow%20in%20a%20machine%20learning%20pipeline.%20Context%3A%20We%20collect%20raw%20user%20data%2C%20clean%20it%2C%20train%20models%2C%20and%20serve%20predictions.%20Output%3A%20A%20labeled%20flowchart%20from%20raw%20data%20to%20inference.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-engineers"
"Engineering","System architecture & visualization","Diagram customer journey through app","Create a customer journey map through our mobile banking app. Context: Steps include onboarding, account linking, transactions, and support. Output: A visual flowchart with steps, screens, and decision points.","https://chatgpt.com/?prompt=Create%20a%20customer%20journey%20map%20through%20our%20mobile%20banking%20app.%20Context%3A%20Steps%20include%20onboarding%2C%20account%20linking%2C%20transactions%2C%20and%20support.%20Output%3A%20A%20visual%20flowchart%20with%20steps%2C%20screens%2C%20and%20decision%20points.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-engineers"
"HR","Workspace experience and feedback","Draft employee survey questions","Write 6–8 employee survey questions designed to measure [e.g. belonging, manager trust, workload balance]. Ensure the questions are neutral and easy to understand. Format them as one question per line with rating scale suggestions.","https://chatgpt.com/?prompt=Write%206%E2%80%938%20employee%20survey%20questions%20designed%20to%20measure%20%5Be.g.%20belonging%2C%20manager%20trust%2C%20workload%20balance%5D.%20Ensure%20the%20questions%20are%20neutral%20and%20easy%20to%20understand.%20Format%20them%20as%20one%20question%20per%20line%20with%20rating%20scale%20suggestions.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-hr"
"HR","Workspace experience and feedback","Generate performance review prompts","Develop a set of five questions for performance reviews that encourage reflection, future goal setting, and actionable feedback. Tailor to [function/team], and keep the tone constructive and growth-oriented. Present the questions as a list for a review form.","https://chatgpt.com/?prompt=Develop%20a%20set%20of%20five%20questions%20for%20performance%20reviews%20that%20encourage%20reflection%2C%20future%20goal%20setting%2C%20and%20actionable%20feedback.%20Tailor%20to%20%5Bfunction%2Fteam%5D%2C%20and%20keep%20the%20tone%20constructive%20and%20growth-oriented.%20Present%20the%20questions%20as%20a%20list%20for%20a%20review%20form.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-hr"
"HR","Workspace experience and feedback","Analyze exit survey themes","Review the following employee exit survey responses and identify the top recurring themes, concerns, and sentiment trends. These responses are from [department/timeframe]. Provide a thematic summary with bullet points and representative quotes. [Insert responses here]","https://chatgpt.com/?prompt=Review%20the%20following%20employee%20exit%20survey%20responses%20and%20identify%20the%20top%20recurring%20themes%2C%20concerns%2C%20and%20sentiment%20trends.%20These%20responses%20are%20from%20%5Bdepartment%2Ftimeframe%5D.%20Provide%20a%20thematic%20summary%20with%20bullet%20points%20and%20representative%20quotes.%20%5BInsert%20responses%20here%5D","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-hr"
"HR","Workspace experience and feedback","Analyze trends in employee attrition","Analyze this employee attrition dataset from the last 12 months. Focus on patterns by department, tenure, and exit reasons. Summarize key insights and suggest 2–3 actions HR should consider. Present findings as bullet points followed by a short paragraph. [Upload your CSV or paste table here]","https://chatgpt.com/?prompt=Analyze%20this%20employee%20attrition%20dataset%20from%20the%20last%2012%20months.%20Focus%20on%20patterns%20by%20department%2C%20tenure%2C%20and%20exit%20reasons.%20Summarize%20key%20insights%20and%20suggest%202%E2%80%933%20actions%20HR%20should%20consider.%20Present%20findings%20as%20bullet%20points%20followed%20by%20a%20short%20paragraph.%20%5BUpload%20your%20CSV%20or%20paste%20table%20here%5D","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-hr"
"HR","Workspace experience and feedback","Generate a compensation benchmarking report","Based on this internal salary data and industry benchmarks, highlight pay discrepancies by role, gender, and level. Include averages, standard deviation, and a visual if possible. Provide a short summary for leadership review. [Upload benchmark and internal files]","https://chatgpt.com/?prompt=Based%20on%20this%20internal%20salary%20data%20and%20industry%20benchmarks%2C%20highlight%20pay%20discrepancies%20by%20role%2C%20gender%2C%20and%20level.%20Include%20averages%2C%20standard%20deviation%2C%20and%20a%20visual%20if%20possible.%20Provide%20a%20short%20summary%20for%20leadership%20review.%20%5BUpload%20benchmark%20and%20internal%20files%5D","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-hr"
"HR","HR research & compliance","Research global HR compliance updates","Research the latest 2024–2025 HR compliance changes in the EU, US, and APAC (focus on remote work laws, employee classification, and data privacy). Provide links to official sources and summarize in plain language. Present findings in a 3-region comparison table with a 1-paragraph summary per region.","https://chatgpt.com/?prompt=%5BYou%20are%20an%20HR%20Director%20at%20a%20multinational%20company.%5D%20Research%20the%20latest%202024%E2%80%932025%20HR%20compliance%20changes%20in%20the%20EU%2C%20US%2C%20and%20APAC%20(focus%20on%20remote%20work%20laws%2C%20employee%20classification%2C%20and%20data%20privacy).%20Provide%20links%20to%20official%20sources%20and%20summarize%20in%20plain%20language.%20Present%20findings%20in%20a%203-region%20comparison%20table%20with%20a%201-paragraph%20summary%20per%20region.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-hr"
"HR","HR research & compliance","Benchmark average DEI budgets","Research typical DEI program budgets and team sizes for companies with 500–5,000 employees in the US. Include industry benchmarks if available. Present key insights with 3 cited data points and include a simple bullet summary for leadership.","https://chatgpt.com/?prompt=%5BYou%E2%80%99re%20planning%20next%20year%E2%80%99s%20DEI%20budget.%5D%20Research%20typical%20DEI%20program%20budgets%20and%20team%20sizes%20for%20companies%20with%20500%E2%80%935%2C000%20employees%20in%20the%20US.%20Include%20industry%20benchmarks%20if%20available.%20Present%20key%20insights%20with%203%20cited%20data%20points%20and%20include%20a%20simple%20bullet%20summary%20for%20leadership.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-hr"
"HR","HR research & compliance","Explore top HR tech trends for 2025","[You’re briefing HR leadership on tech trends.] Research and summarize the top 5 HR technology trends expected to shape 2025. Include use cases, vendor examples, and implications for mid-sized companies. Synthesize insights into a short executive briefing with citations and actionable recommendations.","https://chatgpt.com/?prompt=%5BYou%E2%80%99re%20briefing%20HR%20leadership%20on%20tech%20trends.%5D%20Research%20and%20summarize%20the%20top%205%20HR%20technology%20trends%20expected%20to%20shape%202025.%20Include%20use%20cases%2C%20vendor%20examples%2C%20and%20implications%20for%20mid-sized%20companies.%20Synthesize%20insights%20into%20a%20short%20executive%20briefing%20with%20citations%20and%20actionable%20recommendations.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-hr"
"HR","HR research & compliance","Compare employee retention strategies across industries","[You are building a retention initiative for a mid-sized tech firm.] Research 3 innovative, high-impact employee retention strategies used in tech, healthcare, and financial services. Focus on post-pandemic engagement challenges. Include cited examples and summarize key elements in a side-by-side comparison chart.","https://chatgpt.com/?prompt=%5BYou%20are%20building%20a%20retention%20initiative%20for%20a%20mid-sized%20tech%20firm.%5D%20Research%203%20innovative%2C%20high-impact%20employee%20retention%20strategies%20used%20in%20tech%2C%20healthcare%2C%20and%20financial%20services.%20Focus%20on%20post-pandemic%20engagement%20challenges.%20Include%20cited%20examples%20and%20summarize%20key%20elements%20in%20a%20side-by-side%20comparison%20chart.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-hr"
"HR","HR research & compliance","Research tools for recruiting","Research 4 top-rated candidate screening or sourcing tools used by mid-market companies. Summarize features, pricing, compliance status (EEOC), and known limitations. Provide links to primary sources and present findings in a comparison table.","https://chatgpt.com/?prompt=[You%E2%80%99re%20an%20HR%20operations%20leader%20evaluating%20AI%20recruiting%20tools.]%20Research%204%20top-rated%20candidate%20screening%20or%20sourcing%20tools%20used%20by%20mid-market%20companies.%20Summarize%20features%2C%20pricing%2C%20compliance%20status%20(EEOC)%2C%20and%20known%20limitations.%20Provide%20links%20to%20primary%20sources%20and%20present%20findings%20in%20a%20comparison%20table.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-hr"
"HR","Talent acquisition & employee engagement","Create interview questions","Develop behavioral interview questions aligned to our company values for a [role title] opening in [team/department]. We want to assess both technical skills and culture fit. Provide 6–8 questions grouped by competency.","https://chatgpt.com/?prompt=Develop%20behavioral%20interview%20questions%20aligned%20to%20our%20company%20values%20for%20a%20%5Brole%20title%5D%20opening%20in%20%5Bteam%2Fdepartment%5D.%20We%20want%20to%20assess%20both%20technical%20skills%20and%20culture%20fit.%20Provide%206%E2%80%938%20questions%20grouped%20by%20competency.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-hr"
"HR","Talent acquisition & employee engagement","Write a job description draft","Based on this information [insert job responsibilities, skills, team context], write a professional job description for a [job title]. Include a short intro, responsibilities, required qualifications, and what makes the role appealing.","https://chatgpt.com/?prompt=Based%20on%20this%20information%20%5Binsert%20job%20responsibilities%2C%20skills%2C%20team%20context%5D%2C%20write%20a%20professional%20job%20description%20for%20a%20%5Bjob%20title%5D.%20Include%20a%20short%20intro%2C%20responsibilities%2C%20required%20qualifications%2C%20and%20what%20makes%20the%20role%20appealing.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-hr"
"HR","Talent acquisition & employee engagement","Brainstorm engagement initiatives","Generate five practical ideas for improving employee engagement across [company/team/region]. Consider our hybrid work model, current engagement scores, and time/resource constraints. Present each idea with a short description, expected impact, and implementation effort level.","https://chatgpt.com/?prompt=Generate%20five%20practical%20ideas%20for%20improving%20employee%20engagement%20across%20%5Bcompany%2Fteam%2Fregion%5D.%20Consider%20our%20hybrid%20work%20model%2C%20current%20engagement%20scores%2C%20and%20time%2Fresource%20constraints.%20Present%20each%20idea%20with%20a%20short%20description%2C%20expected%20impact%2C%20and%20implementation%20effort%20level.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-hr"
"HR","Talent acquisition & employee engagement","Write internal recognition blurb","Draft a short recognition message to celebrate [employee/team] for their recent accomplishment: [describe what they did]. Write it in a warm, appreciative tone suitable for Slack or email. Keep it under 100 words.","https://chatgpt.com/?prompt=Draft%20a%20short%20recognition%20message%20to%20celebrate%20%5Bemployee%2Fteam%5D%20for%20their%20recent%20accomplishment%3A%20%5Bdescribe%20what%20they%20did%5D.%20Write%20it%20in%20a%20warm%2C%20appreciative%20tone%20suitable%20for%20Slack%20or%20email.%20Keep%20it%20under%20100%20words.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-hr"
"HR","Talent acquisition & employee engagement","Create a DEI workshop outline","Design a one-hour DEI workshop for employees at [company/team]. The goal is to foster inclusive communication and awareness. Include an agenda, key learning objectives, interactive activities, and 2–3 discussion questions.","https://chatgpt.com/?prompt=Design%20a%20one-hour%20DEI%20workshop%20for%20employees%20at%20%5Bcompany%2Fteam%5D.%20The%20goal%20is%20to%20foster%20inclusive%20communication%20and%20awareness.%20Include%20an%20agenda%2C%20key%20learning%20objectives%2C%20interactive%20activities%2C%20and%202%E2%80%933%20discussion%20questions.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-hr"
